"[8.90672999011056, 97.9413348619812, 109.663267772841]"
"[26.288951, 77.560758, 62.960648]"
"[29.9886599176893, 93.8994632056362, 103.66374105716]"
"[26.603733833263, 0.672948178193554, 97.942322589199]"
"[39.2520064814531, 72.8652416405976, 95.211262478682]"
"[33.5999093986075, 51.0952423791445, 93.3362195012739]"
"[29.8534800301609, 50.4865169097247, 103.383577156153]"
"[34.615341311774, 77.0675765959941, 66.3134557599535]"
"[11.4442037313553, 97.8161246179174, 103.013952565794]"
"[-3.06117640558989, 93.8391827956544, 92.0586442443555]"
"[-16.3534394184096, 0.953333751080461, 88.5279395861468]"
"[-2.79523900436005, 70.7038641062004, 84.035006231385]"
"[-5.63754867750828, 50.0962744660073, 92.7896267478917]"
"[-10.6954830079779, 52.964654234411, 85.1159320763575]"
"[17.939009170355, 78.2072352077749, 59.6935025950619]"
"[21.9859453485333, 91.6905052041918, 75.9793075925088]"
"[19.1749757806463, 95.4318670070199, 83.3606790187749]"
