"[-206.995028727984, 139.001011128568, 91.8572820353616]"
"[-177.175192, 93.892842, 108.662888]"
"[-207.739951126391, 126.872789308071, 111.175743075659]"
"[-204.560985808631, 1.71344189888864, 106.890223457982]"
"[-202.217539576462, 103.623964487617, 116.531821460841]"
"[-205.85844816682, 81.9564860744982, 111.36858417224]"
"[-187.561788212903, 48.2566854116225, 115.506982754971]"
"[-182.337513842588, 93.8183310637055, 116.02211382276]"
"[-201.98212358528, 134.664601951487, 94.452312053407]"
"[-190.753852042837, 127.078508102482, 80.6503065010565]"
"[-185.641678753114, 1.70142711238848, 94.7108231707655]"
"[-189.495465097063, 102.636887658359, 79.8040719666062]"
"[-198.408564235969, 82.1005198698867, 76.9389162568117]"
"[-171.501124834225, 48.2929993189776, 102.546240416505]"
"[-172.061563375613, 94.1349834906266, 101.273309512291]"
"[-184.890516746924, 111.945928867779, 103.978047335467]"
"[-189.089341241142, 119.222402577149, 101.568320087968]"
