"[-161.776454804939, 151.960377126332, 178.611830009964]"
"[-164.171728, 94.904243, 179.253275]"
"[-155.750158274821, 136.674298288243, 162.166297169491]"
"[-173.312964038243, 3.58535878746466, 163.841113571671]"
"[-155.245198718713, 112.205008966107, 161.334818701042]"
"[-153.342264946115, 89.7160973408656, 161.184644089721]"
"[-151.581278082657, 49.5496282329576, 173.229392106773]"
"[-160.102561745121, 94.570390927039, 171.244295528182]"
"[-164.202408410597, 145.342208908762, 177.62064795679]"
"[-172.132946637584, 138.245351367542, 193.801447151431]"
"[-155.852028184984, 1.5633512149656, 188.847455594199]"
"[-172.242900616214, 114.068706589089, 197.696343543669]"
"[-168.524493237359, 92.0296279655882, 200.834386793327]"
"[-165.61124398102, 49.6342316102674, 186.462081972615]"
"[-168.247109270177, 95.4147260962765, 187.249797678436]"
"[-164.020126874378, 115.246211527788, 178.412334746135]"
"[-164.385313544388, 123.966489964862, 177.956961427107]"
