"[4.41010260161984, 110.388335172094, 110.383897650963]"
"[21.481806, 87.77468, 63.890919]"
"[25.5999563417101, 104.83680254261, 103.275145982817]"
"[26.592447697921, 1.39385026152292, 97.7028874359627]"
"[34.3812005071633, 84.2377933657961, 93.3623748078424]"
"[30.9554831376183, 61.9730094654256, 94.7547518467607]"
"[29.56385909213, 49.9460275363408, 92.6311924750125]"
"[29.948821585016, 87.9143941719054, 66.908111474757]"
"[6.90586528278758, 109.627758866888, 103.761168935498]"
"[-7.47545645037198, 104.519195631161, 93.0962892195789]"
"[-15.9001730586913, 1.45394649184355, 88.2622407008423]"
"[-6.27435497836077, 81.0929927028021, 86.0633074806268]"
"[-7.1337638937956, 60.5846257148206, 95.447504582513]"
"[-7.9534676683553, 50.8612491612625, 78.3232541593615]"
"[12.9837874864259, 87.7872510628396, 60.9588167256981]"
"[16.8123784641127, 102.010271863639, 76.80206623371]"
"[14.1850413822976, 106.028773101622, 84.1049923488091]"
