"[-219.182442880355, 126.328871947636, 89.2887344142061]"
"[-177.201637, 93.736524, 106.66369]"
"[-214.015613937824, 121.608586809201, 110.599045861616]"
"[-198.990560323174, 2.17640568175246, 113.702636639666]"
"[-203.744472917777, 100.552384196351, 117.728734087624]"
"[-201.717294530011, 78.469586947563, 113.529273539196]"
"[-181.041407186274, 48.1033670309562, 117.941032132397]"
"[-180.390140608398, 93.8717201769169, 115.067765804599]"
"[-212.773350980941, 124.281124109401, 91.6121183969483]"
"[-202.3169460536, 118.148840958564, 77.0497067318471]"
"[-194.282323021525, 2.89032320663401, 88.351739085496]"
"[-197.571793859265, 94.1503348001085, 75.9327047880973]"
"[-207.699342764366, 74.081864867099, 73.9117834221401]"
"[-175.182507764794, 47.9339103788547, 96.5825286344297]"
"[-174.096030121592, 93.7545984136533, 98.2275427947888]"
"[-189.082696991405, 109.184501233555, 101.870952106224]"
"[-195.285482703908, 114.717739574976, 99.1704512183233]"
