"[20.2122345160794, 150.757179545286, 21.1452289978868]"
"[19.650538, 94.073225, 14.867406]"
"[37.8255448233212, 136.063278700113, 17.6616048110412]"
"[24.2523757534357, 1.93132637185602, 18.9395932273533]"
"[37.7219935078233, 111.714526993946, 15.0500864780325]"
"[38.2539346500557, 89.1731020088575, 14.0520615747631]"
"[26.0128594532901, 48.6528074667452, 10.5671044366207]"
"[28.636818622725, 94.2193860783347, 15.0641822823186]"
"[20.186602281731, 144.4452411228, 17.8548460939222]"
"[2.1573989388918, 137.277365781122, 16.3846105909685]"
"[6.88027466823348, 2.05244698927918, 34.4949655213143]"
"[0.859457494537389, 112.844818369091, 15.3558076491784]"
"[1.73791930023313, 90.6541746598981, 19.3805426804943]"
"[10.0000597943821, 50.2679579993545, 28.1394287136052]"
"[10.6630649094421, 94.1042308095206, 14.6722995626172]"
"[19.6230227614953, 114.394519477386, 16.1113633258445]"
"[19.740473071519, 123.132705019574, 16.230950276265]"
