"[-48.4418374067492, 151.01204942165, 149.464484813736]"
"[-43.933962, 94.056481, 150.875377]"
"[-47.099113587982, 136.086393566708, 167.440764972875]"
"[-47.7629482478266, 1.32368965472628, 162.52096532469]"
"[-43.5799893649645, 111.86996352972, 168.374971317204]"
"[-55.5459569257943, 93.3141152079693, 163.696192754581]"
"[-43.7159840785394, 48.7574813422004, 160.179845375934]"
"[-43.8363426300188, 94.6191928073431, 159.846840051083]"
"[-45.7343753176148, 144.437518009362, 149.800682761569]"
"[-45.1439941673192, 136.745572000087, 131.94218499808]"
"[-69.2435847234617, 1.8003356130224, 140.932570748633]"
"[-50.016139877184, 112.881778508324, 129.397776050706]"
"[-65.9218979262784, 96.9593340242466, 131.094089105496]"
"[-60.5960317479176, 50.9070815791693, 141.648765800196]"
"[-44.0234365656203, 93.6705084345186, 141.894468364654]"
"[-44.2788432609666, 114.37895486294, 150.020844582934]"
"[-44.2173413738378, 123.117262684254, 149.871928090953]"
