"[-248.119738632031, 126.044928829353, 160.618767316518]"
"[-210.266499, 93.226457, 135.617327]"
"[-228.928158874977, 117.865686218954, 169.639426915958]"
"[-189.175096469991, 1.27403846681739, 131.693222605158]"
"[-227.534086204709, 93.4315170944374, 170.488191377811]"
"[-234.256343374628, 72.1263681049287, 173.69704483676]"
"[-193.621370610525, 49.3573324634079, 133.978157649659]"
"[-204.314799118223, 93.1627330895387, 142.354279662514]"
"[-242.424125295389, 123.626047062356, 157.10069354922]"
"[-248.566719833038, 118.229621361102, 140.482196370992]"
"[-227.730711260015, 2.34724733479931, 145.901079001707]"
"[-251.215512363333, 94.14260474309, 136.947795558657]"
"[-258.091943234638, 73.0363075225947, 141.026247661722]"
"[-214.950610750463, 47.5994975193389, 129.191816357612]"
"[-216.284128890772, 93.4425063569691, 128.942362310305]"
"[-220.290881690666, 108.573777226767, 143.769790994781]"
"[-225.950119474218, 114.082273034481, 147.513249800399]"
